Intersection,City,State,Latitude,Longitude,District,County,AnnualEst,logAnnualEst,PopH,WalkComH,HseHldH,WalkComPctH,PopQ,WalkComQ,HseHldQ,WalkComPctQ,PopT,WalkComT,HseHldT,PrincArt,MinorArt,Collector,Int4way,SchoolsH,SchoolsQ,SchoolsT,Signal,MaxSlope,EmpSF_H,EmpSF_Q,EmpSF_T,EmpH,EmpQ,EmpT,StMetersH,StSegH,StMetersQ,StSegQ,StMetersT,StSegT,logPopH,logWalkComH,logHseHldH,logWalkComPctH,logPopQ,logWalkComQ,logHseHldQ,logWalkComPctQ,logPopT,logWalkComT,logHseHldT,logMaxSlope,logEmpSF_H,logEmpSF_Q,logEmpSF_T,logEmpH,logEmpQ,logEmpT,logStMetersH,logStSegH,logStMetersQ,logStSegQ,logStMetersT,logStSegT
Las Tablas Rd & Florence St,0,CA,35.55438,-120.7103,5,San Luis Obispo,49383,10.80736,1261.744,0,482.2377,0,336.5582,0,128.1198,0,62.33832,0,23.53761,0,0,2,0,1,0,0,0,0.0247,735000,3750,2500,3602,56,8,23650.23,230,23650.23,230,9355.444,93,7.140251,-6.907755,6.178439,-6.907755,5.818774,-6.907755,4.852974,-6.907755,4.132592,-6.907755,3.158642,-3.661264,13.50763,8.229511,7.824046,8.189245,4.02537,2.079567,10.07113,5.438079,10.07113,5.438079,9.143714,4.532599
Main St & Cambria Dr,0,CA,35.56447,-121.0959,5,San Luis Obispo,56683,10.94523,507.0114,4.593674,240.2362,0.02669137,99.06128,1.313027,49.21414,0.04203382,11.38442,0.2718295,5.611315,0,1,1,0,1,0,0,0,0,310000,147500,16250,920,230,34,18749.17,159,18749.17,159,6504.283,50,6.228535,1.524898,5.481627,-3.586635,4.595749,0.2730962,3.896201,-3.145769,2.432334,-1.298908,1.724963,-6.907755,12.64433,11.90158,9.695848,6.824375,5.438084,3.52639,9.838905,5.068904,9.838905,5.068904,8.780216,3.912023
Main St & Ramada Dr,0,CA,35.56526,-120.7013,5,San Luis Obispo,949,6.85541,600.258,0.5258441,235.4133,0.001916622,151.7334,0.1377753,59.32924,0.001965327,28.1974,0.02242153,10.88827,0,1,1,0,0,0,0,0,0.053,145000,53750,0,428,171,0,14947.1,80,14947.1,80,8809.237,51,6.397361,-0.6408507,5.461347,-5.837329,5.022131,-1.974899,4.083119,-5.820768,3.339265,-3.754099,2.387778,-2.918771,11.88449,10.8921,-6.907755,6.059126,5.141669,-6.907755,9.612273,4.382027,9.612273,4.382027,9.083556,3.931826
Main St & Vineyard Dr,0,CA,35.54376,-120.7098,5,San Luis Obispo,9688,9.178643,909.4364,0.1922261,343.8886,0.000425901,365.6705,0.01642344,137.7156,8.92E-05,65.58668,0,24.70051,0,1,0,1,4,3,1,0,0.0278,245000,5000,0,2943,221,0,19404.03,152,19404.03,152,5267.785,48,6.812826,-1.643894,5.840321,-6.552951,5.901735,-4.049939,4.925198,-6.822297,4.183388,-6.907755,3.206864,-3.54738,12.40901,8.517193,-6.907755,7.987185,5.398167,-6.907755,9.873236,5.023881,9.873236,5.023881,8.569365,3.871201
Mission St & 14th St,0,CA,35.7528,-120.6961,5,San Luis Obispo,194182,12.17655,659.5261,2.666463,196.1783,0.008220054,207.8598,0.8437972,61.68999,0.008250385,35.43917,0.1440031,10.51223,0,1,0,1,1,1,0,0,0.0065,83750,78750,40000,368,311,44,19229.41,200,19229.41,200,9992.418,104,6.491523,0.9811278,5.279029,-4.686374,5.336869,-0.1686587,4.122138,-4.68309,3.567846,-1.931,2.352634,-4.892852,11.33559,11.27403,10.59663,5.908086,5.739796,3.784212,9.864196,5.298317,9.864196,5.298317,9.209582,4.644391
101 SB Ramps & HWY 166,0,CA,34.99617,-120.4351,5,San Luis Obispo,12399,9.425371,19.93251,0.05703229,7.207988,0.006902807,7.106012,0.01025853,2.564155,0.003496695,1.349107,0.000594854,0.4860747,0,0,0,1,0,0,0,0,0.0317,16250,16250,2500,210,207,87,11010.41,51,11010.41,51,7432.004,40,2.992402,-2.846756,1.975329,-4.840537,1.961082,-4.48663,0.9420188,-5.404413,0.300184,-6.440973,-0.7193379,-3.42038,9.695848,9.695848,7.824046,5.347112,5.332724,4.46592,9.306596,3.931826,9.306596,3.931826,8.913551,3.688879
N. Ocean Ave & Cayucos Dr,0,CA,35.44953,-120.9058,5,San Luis Obispo,978964,13.79425,275.0302,3.68765,162.715,0.02632181,104.8221,1.326862,62.36252,0.0245614,20.75336,0.2627008,12.34694,0,1,0,1,1,1,0,0,0.0209,325000,222500,117500,551,361,192,19119.35,192,19119.35,192,6549.384,81,5.616884,1.305261,5.092006,-3.60007,4.652274,0.2835703,4.132981,-3.666672,3.032756,-1.33294,2.513489,-3.821269,12.69158,12.31268,11.67419,6.311737,5.888881,5.257501,9.858456,5.257495,9.858456,5.257495,8.787126,4.394449
Nacimiento Lake Dr & Chimney Rock RD,0,CA,35.68984,-120.7975,5,San Luis Obispo,962,6.869015,32.63074,6.243047,10.22483,0.3553964,8.134401,1.533127,2.558148,0.350953,1.228925,0.2091767,0.3958029,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5455.972,18,5455.972,18,3687.289,11,3.485286,1.831629,2.324917,-1.031712,2.096225,0.4279617,0.9396743,-1.044258,0.2069529,-1.559807,-0.9243157,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,-6.907755,8.604466,2.890372,8.604466,2.890372,8.212647,2.397895
101 SB Ramps & Los Berros Rd,0,CA,35.07174,-120.5175,5,San Luis Obispo,6607,8.795885,130.2328,0.08217372,42.07933,0.001358526,37.77878,0.01608863,12.19695,0.000916979,8.142782,0.000783295,2.625552,0,0,0,1,0,0,0,0,0.055,5000,2500,0,14,5,0,15418.09,97,15418.09,97,8001.232,48,4.869331,-2.486824,3.73958,-6.049719,3.631774,-4.069342,2.501268,-6.257005,2.097255,-6.329293,0.9656721,-2.882404,8.517193,7.824046,-6.907755,2.639129,1.609638,-6.907755,9.643297,4.574711,9.643297,4.574711,8.987351,3.871201
Willow Rd & Pomeroy Rd,0,CA,35.04783,-120.5243,5,San Luis Obispo,1566,7.356281,278.1969,1.090506,102.5864,0.009908352,55.26983,0.3319307,20.81334,0.01483353,7.786046,0.07276833,3.071504,0,1,0,0,0,0,0,0,0.0317,1250,1250,0,19,19,0,8118.484,52,8118.484,52,2686.297,16,5.628333,0.08755884,4.630715,-4.518227,4.012245,-1.099821,3.035642,-4.145625,2.052462,-2.606826,1.122493,-3.42038,7.1309,7.1309,-6.907755,2.944492,2.944492,-6.907755,9.001899,3.951244,9.001899,3.951244,7.895919,2.772589
Avila Beach Drive & 101 SB Onramp,0,CA,35.17976,-120.7,5,San Luis Obispo,829,6.720221,318.4548,0.8366982,170.2063,0.006563248,43.06308,0.2280391,23.82264,0.01047685,6.481674,0.04231727,3.565462,0,0,0,0,0,0,0,0,0.0363,48750,26250,0,68,25,0,18293.27,123,18293.27,123,8551.288,54,5.763484,-0.1770974,5.137017,-4.884455,3.762689,-1.473863,3.170678,-4.467424,1.869133,-3.139204,1.271574,-3.288762,10.79446,10.17542,-6.907755,4.219522,3.218916,-6.907755,9.814288,4.812184,9.814288,4.812184,9.053837,3.988984
Hoover Rd & Buckley Rd,0,CA,35.23581,-120.6543,5,San Luis Obispo,2824,7.94591,285.4716,4.869479,103.0161,0.03428451,71.38491,1.217578,25.76012,0.03428219,11.43213,0.1949468,4.125405,0,1,0,0,0,0,0,0,0.0161,562500,40000,0,2474,163,0,6169.613,28,6169.613,28,1674.086,6,5.654146,1.583192,4.634895,-3.344311,4.268101,0.1976846,3.248867,-3.344377,2.436515,-1.629912,1.417406,-4.068677,13.24015,10.59663,-6.907755,7.813592,5.093756,-6.907755,8.727391,3.332205,8.727391,3.332205,7.423023,1.791759
Las Tablas Rd & US Highway 101 (NB),0,CA,35.5544,-120.7114,5,San Luis Obispo,64808,11.07918,1203.948,0,461.5469,0,309.487,0,118.4284,0,52.78135,0,20.11626,0,0,1,1,0,0,0,1,0.0446,570000,93750,2500,3165,182,8,23484.88,227,23484.88,227,8908.496,87,7.093362,-6.907755,6.134586,-6.907755,5.734919,-6.907755,4.774317,-6.907755,3.966177,-6.907755,3.001578,-3.087848,13.25339,11.44839,7.824046,8.059909,5.204012,2.079567,10.06411,5.42495,10.06411,5.42495,9.094761,4.465908
Las Tablas Rd & US Highway 101 (SB),0,CA,35.5544,-120.7125,5,San Luis Obispo,77159,11.25362,1138.916,0,438.2657,0,278.83,0,107.4533,0,40.65702,0,15.77579,0,0,1,0,0,0,0,1,0.037,668750,93750,0,3457,184,0,22651.12,220,22651.12,220,7384.312,75,7.037833,-6.907755,6.082828,-6.907755,5.630606,-6.907755,4.677066,-6.907755,3.705196,-6.907755,2.75854,-3.270169,13.41317,11.44839,-6.907755,8.148157,5.214941,-6.907755,10.02796,5.393628,10.02796,5.393628,8.907113,4.317488
Los Berros Rd & Valley Rd,0,CA,35.10323,-120.5815,5,San Luis Obispo,880,6.779923,634.2549,16.4786,283.0423,0.05903944,133.7628,4.696613,60.43934,0.08635709,20.39782,0.7071412,9.248318,0,1,0,0,1,0,0,0,0.0102,11250,10000,1250,94,20,5,11604.31,90,11604.31,90,5238.591,41,6.452452,2.802123,5.6456,-2.812754,4.896075,1.547054,4.101657,-2.437751,3.015477,-0.3451117,2.22455,-4.491842,9.328123,9.21034,7.1309,4.543305,2.995782,1.609638,9.359132,4.49981,9.359132,4.49981,8.563808,3.713572
Los Osos Valley Rd & Foothill Blvd,0,CA,35.27661,-120.7116,5,San Luis Obispo,1850,7.522941,492.6256,3.96957,165.9359,0.01495833,88.8547,0.8385702,29.53443,0.01700967,13.35093,0.1259105,4.440896,0,1,0,1,0,0,0,1,0.0135,11250,6250,0,20,5,0,6292.307,29,6292.307,29,2697.811,11,6.199752,1.37891,5.111608,-4.137774,4.487014,-0.1748651,3.385591,-4.016846,2.591661,-2.064273,1.491081,-4.233607,9.328123,8.740337,-6.907755,2.995782,1.609638,-6.907755,8.747083,3.367296,8.747083,3.367296,7.900196,2.397895
Los Osos Valley Rd & South Bay Blvd,0,CA,35.31023,-120.8253,5,San Luis Obispo,17768,9.785154,1980.118,7.137344,900.4507,0.008328589,385.5029,1.55603,179.4084,0.009882986,47.20045,0.2324633,22.53423,0,2,0,1,0,0,0,1,0.0322,751250,248750,158750,1532,454,250,22411,208,22411,208,6570.942,55,7.590912,1.965481,6.802897,-4.674671,5.954551,0.4427803,5.18967,-4.520555,3.854425,-1.45473,3.11508,-3.405205,13.52949,12.4242,11.97509,7.33433,6.118099,5.521465,10.01731,5.337538,10.01731,5.337538,8.790412,4.007333
Main St & Sixth St,0,CA,35.54815,-120.7061,5,San Luis Obispo,122704,11.71753,1181.956,0.1964813,444.9375,0.000330415,351.4135,0.02514003,132.3201,0.000142087,65.58669,0,24.70051,0,1,0,1,3,1,0,0,0.021,446250,222500,76250,3004,765,188,19625.64,176,19625.64,176,6038.197,65,7.074927,-1.622111,6.097936,-6.622264,5.861966,-3.644287,4.885232,-6.774898,4.183388,-6.907755,3.206864,-3.816713,13.00863,12.31268,11.24177,8.0077,6.639877,5.236447,9.884592,5.170484,9.884592,5.170484,8.705861,4.174387
Main St & Theater Dr,0,CA,35.56634,-120.7027,5,San Luis Obispo,864,6.761574,613.5475,0.4166348,242.2509,0.001528939,168.7263,0.07528955,66.60273,0.001011489,29.29505,0.002697318,11.65688,0,1,0,1,0,0,0,0,0.0348,146250,41250,40000,424,117,84,15145.22,82,15145.22,82,8743.585,46,6.419259,-0.8731478,5.489978,-5.979956,5.128284,-2.573219,4.198761,-6.20888,3.377453,-5.600148,2.455983,-3.329807,11.89307,10.62741,10.59663,6.049736,4.762182,4.430829,9.62544,4.406719,9.62544,4.406719,9.076076,3.828641
Misson St & River R,0,CA,35.74733,-120.6842,5,San Luis Obispo,103159,11.54403,475.6147,1.93684,141.4037,0.008279425,179.7187,0.7306986,53.34246,0.008263513,29.25215,0.1189266,8.681858,0,1,0,0,0,0,0,0,0,1250,0,0,5,1,0,6750.065,58,6750.065,58,3289.081,30,6.16461,0.6615742,4.951626,-4.679956,5.191399,-0.3123866,3.976751,-4.681672,3.375987,-2.120875,2.161351,-6.907755,7.1309,-6.907755,-6.907755,1.609638,0.0009995,-6.907755,8.817307,4.060443,8.817307,4.060443,8.098363,3.401197
Orchard Ave & Division St,0,CA,35.02197,-120.4888,5,San Luis Obispo,87649,11.3811,2254.324,11.87296,708.8529,0.01122784,608.7628,3.174554,190.151,0.01116862,114.3494,0.5852589,35.27851,0,1,1,1,0,0,0,1,0.0352,58750,50000,50000,142,82,76,20717.2,181,20717.2,181,6381.846,58,7.720606,2.474348,6.563649,-4.40404,6.41143,1.155482,5.247824,-4.408894,4.739268,-0.5339938,3.563302,-3.318696,10.98105,10.81978,10.81978,4.955834,4.406731,4.330746,9.93872,5.198497,9.93872,5.198497,8.761213,4.060443
South Bay Blvd & Nipomo Ave (,0,CA,35.31652,-120.8234,5,San Luis Obispo,879,6.778786,2012.977,11.82915,858.7305,0.01254001,517.3839,2.988946,221.0204,0.01227786,59.21955,0.4293204,25.57363,0,1,0,1,0,0,0,0,0.0333,258750,2500,0,763,44,8,20477.91,141,20477.91,141,5039.674,40,7.60737,2.470651,6.755456,-4.302107,6.248787,1.095255,5.398259,-4.321657,4.081269,-0.8432253,3.241601,-3.37261,12.46362,7.824046,-6.907755,6.637259,3.784212,2.079567,9.927102,4.94876,9.927102,4.94876,8.525097,3.688879
State Highway 46 & Ramada Dr,0,CA,35.58919,-120.6949,5,San Luis Obispo,9536,9.162829,172.896,0.7055081,71.47594,0.009665105,46.19086,0.1865265,19.0943,0.009575007,6.32966,0.03506899,2.649187,0,0,0,0,0,0,0,1,0.0349,778750,348750,47500,1056,592,95,15259.47,77,15259.47,77,8732.551,43,5.152696,-0.3474206,4.269375,-4.540778,3.832804,-1.673835,2.949442,-4.549262,1.845405,-3.322322,0.9746303,-3.327018,13.56545,12.76211,10.76849,6.962244,6.383508,4.553887,9.632956,4.343805,9.632956,4.343805,9.074813,3.7612
State Highway 46 & US Highway 101 (SB),0,CA,35.58934,-120.696,5,San Luis Obispo,2600,7.863267,185.2327,0.6103059,76.07078,0.007822018,54.74212,0.1389117,22.34612,0.006045245,10.96844,0.01616891,4.438419,0,0,0,1,0,0,0,1,0.0489,778750,348750,91250,1056,392,79,15259.47,77,15259.47,77,9757.705,50,5.221618,-0.4921577,4.331677,-4.730505,4.002652,-1.966743,3.106698,-4.955402,2.395113,-4.064655,1.490524,-2.997734,13.56545,12.76211,11.42136,6.962244,5.971264,4.369461,9.632956,4.343805,9.632956,4.343805,9.185813,3.912023
Vineyard Dr & US Highway 101 (SB),0,CA,35.54338,-120.7154,5,San Luis Obispo,24195,10.0939,822.2739,0.01967217,314.5929,4.99E-05,188.6125,0,72.48581,0,15.11998,0,6.019505,0,0,1,0,3,0,0,1,0.0334,1.00E+05,50000,0,2429,113,0,19729.45,150,19729.45,150,7466.02,55,6.712075,-3.878967,5.751283,-6.859071,5.2397,-6.907755,4.283405,-6.907755,2.716083,-6.907755,1.795171,-3.369699,11.51293,10.81978,-6.907755,7.795235,4.727397,-6.907755,9.889868,5.010635,9.889868,5.010635,8.918117,4.007333
LOVR & 10th,0,CA,35.31114,-120.8322,5,San Luis Obispo,50811,10.83587,2844.651,14.9883,1257.127,0.01126664,833.085,3.478722,367.9319,0.008979864,131.9305,0.4515793,58.14004,0,1,0,0,1,0,0,1,0.0295,876250,671250,215000,1707,1256,256,23375.92,185,23375.92,185,6878.074,54,7.953196,2.707337,7.136585,-4.400872,6.725137,1.246952,5.907901,-4.607186,4.882283,-0.7927923,4.062872,-3.490029,13.68341,13.4169,12.27839,7.442493,7.135688,5.545181,10.05946,5.220356,10.05946,5.220356,8.836094,3.988984
LOVR & 9th,0,CA,35.31128,-120.8331,5,San Luis Obispo,71480,11.17717,2911.652,16.16877,1284.141,0.01180464,879.3254,4.022733,387.0654,0.009763692,142.8916,0.6424126,62.77332,0,1,0,1,1,1,0,1,0.0501,876250,625000,305000,1687,1213,422,21937.23,173,21937.23,173,8139.401,62,7.976476,2.783144,7.157846,-4.357947,6.779156,1.39221,5.958596,-4.531577,4.962093,-0.4409691,4.139546,-2.973971,13.68341,13.34551,12.62807,7.430708,7.100853,6.045008,9.99594,5.153292,9.99594,5.153292,9.004472,4.127134
LOVR & Doris,0,CA,35.31267,-120.8479,5,San Luis Obispo,147896,11.90426,2125.916,14.80049,908.6779,0.01407485,728.6161,5.03214,312.1792,0.01397477,117.8987,0.8312014,50.47727,0,1,1,1,1,1,1,1,0.0588,91250,25000,1250,240,110,6,26562,213,26562,213,7173.342,55,7.661958,2.694728,6.811992,-4.194728,6.591148,1.616044,5.743581,-4.201389,4.769835,-0.1836808,3.921543,-2.81675,11.42136,10.12663,7.1309,5.480643,4.700489,1.791926,10.18724,5.361292,10.18724,5.361292,8.878127,4.007333
LOVR & Fairchild,0,CA,35.31075,-120.8285,5,San Luis Obispo,117124,11.67099,2453.471,10.4952,1095.638,0.009434448,596.9503,1.871456,268.6459,0.00705026,87.71277,0.2870036,39.69869,0,1,0,0,0,0,0,0,0.0278,870000,433750,212500,1695,787,304,23884.6,206,23884.6,206,6369.768,68,7.805259,2.351013,6.999093,-4.562643,6.391836,0.6272508,5.593398,-4.822051,4.474079,-1.244782,3.681343,-3.54738,13.67625,12.98022,12.2667,7.435439,6.66823,5.717031,10.08099,5.327876,10.08099,5.327876,8.759318,4.219508
10th St & US 101 SB Off / Cemetery Rd,0,CA,35.74792,-120.7009,5,San Luis Obispo,861,6.758096,389.5279,1.553213,116.7408,0.008117408,90.4898,0.3598896,27.1573,0.008098364,10.59846,0.04158678,3.203579,0,0,0,1,0,0,0,0,0.0398,96250,7500,2500,220,63,28,20244.97,171,20244.97,171,8324.585,81,5.964938,0.4409693,4.759965,-4.69757,4.505248,-1.019183,3.301683,-4.699661,2.360803,-3.156211,1.164581,-3.199073,11.4747,8.922658,7.824046,5.393632,4.143151,3.33224,9.915662,5.141664,9.915662,5.141664,9.026968,4.394449
LOVR & Pine,0,CA,35.31261,-120.8448,5,San Luis Obispo,15501,9.64866,2687.844,19.26452,1149.717,0.0144412,944.5398,5.138301,407.655,0.01127572,158.8017,0.8212811,68.62836,0,1,0,0,1,0,0,0,0.0244,63750,21250,15000,219,54,37,25471.75,213,25471.75,213,8184.637,56,7.896495,2.958317,7.047272,-4.170716,6.850699,1.636917,6.010424,-4.400132,5.067663,-0.1956729,4.22872,-3.673006,11.06272,9.964112,9.615806,5.389076,3.989003,3.610945,10.14533,5.361292,10.14533,5.361292,9.010014,4.025352
Mission & 10th,0,CA,35.74758,-120.697,5,San Luis Obispo,14640,9.591513,622.56,2.514541,185.2909,0.00821281,204.3914,0.829497,60.6695,0.0082484,35.43916,0.1440031,10.51223,0,1,0,0,0,0,0,0,0.0077,96250,25000,0,225,122,21,18585.92,180,18585.92,180,8757.895,88,6.433842,0.9224878,5.221932,-4.68716,5.320041,-0.185731,4.105458,-4.683305,3.567846,-1.931,2.352634,-4.744432,11.4747,10.12663,-6.907755,5.416105,4.804029,3.04457,9.83016,5.192957,9.83016,5.192957,9.077711,4.477337
10th St & 101 NB Ramps,0,CA,35.74787,-120.7001,5,San Luis Obispo,2583,7.856707,441.6792,1.768229,132.0848,0.008146983,116.5101,0.4671692,34.81301,0.008158559,20.9122,0.08410954,6.238094,0,0,0,1,0,0,0,0,0.0466,96250,11250,3750,221,105,35,20598.91,176,20598.91,176,8827.637,87,6.090586,0.5705438,4.883452,-4.694331,4.757986,-0.7589254,3.55002,-4.693066,3.04038,-2.463816,1.830835,-3.044923,11.4747,9.328123,8.229511,5.398167,4.65397,3.555377,9.932993,5.170484,9.932993,5.170484,9.085643,4.465908
South Bay Blvd & Santa Ysabel Ave,0,CA,35.32995,-120.8233,5,San Luis Obispo,3466,8.150757,2232.7,18.4107,810.4524,0.01717405,542.7159,4.60876,202.0051,0.01799875,73.09378,0.6394589,27.91867,0,0,1,1,2,1,1,1,0.0244,17500,5000,1250,155,25,6,15537.62,113,15537.62,113,5398.115,46,7.710967,2.912987,6.697594,-4.007761,6.296588,1.528176,5.308298,-3.963382,4.291757,-0.4455704,3.329331,-3.673006,9.769956,8.517193,7.1309,5.043432,3.218916,1.791926,9.65102,4.727388,9.65102,4.727388,8.593805,3.828641
SR 1 & Pier Ave,0,CA,35.10734,-120.6234,5,San Luis Obispo,38809,10.56641,2607.663,39.16006,946.5158,0.03254265,529.0703,3.615875,200.6941,0.01434544,57.47782,0,24.30811,1,0,1,0,0,0,0,1,0.0226,237500,47500,8750,920,207,54,20039.3,235,20039.3,235,7371.81,76,7.86621,3.667683,6.852789,-3.394937,6.271123,1.285611,5.301787,-4.176937,4.051417,-6.907755,3.190851,-3.746509,12.37792,10.76849,9.076809,6.824375,5.332724,3.989003,9.905451,5.459586,9.905451,5.459586,8.905418,4.330733
California & SanLuis,San Luis Obispo,CA,35.28459,-120.6526,5,San Luis Obispo,458069,13.03478,3196.266,173.4675,1386.99,0.09589271,768.5475,36.70736,318.6668,0.08785474,98.74103,3.556074,36.11695,0,1,0,0,3,1,0,0,0.0197,2773750,790000,268750,7705,1227,283,23617.65,314,23617.65,314,6150.753,73,8.069739,5.155996,7.234892,-2.334151,6.644504,3.603005,5.764149,-2.420752,4.592511,1.268938,3.58679,-3.877622,14.83571,13.57979,12.50154,8.949625,7.112328,5.64545,10.06975,5.749393,10.06975,5.749393,8.72433,4.290459
Chorro & Monterey,San Luis Obispo,CA,35.28055,-120.6634,5,San Luis Obispo,1987133,14.5022,4059.382,326.6605,1928.861,0.131856,893.2542,109.8365,453.9108,0.2054118,135.5689,19.42085,72.2154,0,1,1,0,2,2,0,1,0.0441,5768750,3390000,922500,12638,9098,1152,35230.55,393,35230.55,393,10552.46,113,8.308786,5.788924,7.564686,-2.018489,6.794872,4.699002,6.117903,-1.577882,4.909487,2.966399,4.279667,-3.098873,15.56797,15.03634,13.73484,9.444464,9.11581,7.049256,10.46967,5.97381,10.46967,5.97381,9.264114,4.727388
Johnson & Buchon,San Luis Obispo,CA,35.28079,-120.6537,5,San Luis Obispo,106217,11.57324,2894.911,173.8922,1292.583,0.1003237,856.8172,40.98712,375.2775,0.07840015,174.0339,7.981147,75.31705,0,1,0,1,4,1,0,0,0.0156,4140000,655000,18750,10089,1020,27,25855.15,307,25855.15,307,6033.233,74,7.97071,5.158441,7.164399,-2.289435,6.753226,3.713282,5.927668,-2.533255,5.159256,2.077207,4.32172,-4.098353,15.23621,13.39239,9.838949,9.219201,6.927559,3.295874,10.16027,5.726848,10.16027,5.726848,8.705038,4.304065
Johnson & Lizzie,San Luis Obispo,CA,35.27899,-120.6505,5,San Luis Obispo,128804,11.76605,2040.523,88.5077,865.2146,0.07302654,352.354,12.22155,144.241,0.05836578,34.04195,0.8121341,13.16334,0,1,0,1,4,3,1,1,0.0488,1946250,381250,3.00E+05,3540,815,722,19139.66,216,19139.66,216,5936.373,77,7.620962,4.483101,6.762979,-2.603332,5.864639,2.503283,4.971493,-2.824037,3.527623,-0.2068593,2.577512,-2.99974,14.48142,12.85121,12.61154,8.171882,6.703189,6.582027,9.859518,5.375278,9.859518,5.375278,8.688854,4.343805
Johnson & Pismo,San Luis Obispo,CA,35.2815,-120.6544,5,San Luis Obispo,117699,11.67589,3152.519,199.4233,1423.119,0.1059159,980.0192,52.65838,443.2491,0.08719081,214.766,10.06704,93.4013,0,1,0,1,3,1,0,0,0.0229,4885000,806250,26250,11194,1225,40,27993.6,333,27993.6,333,7299.586,86,8.055957,5.295435,7.260607,-2.235713,6.887573,3.963844,6.094134,-2.428252,5.369554,2.309366,4.536916,-3.733877,15.40168,13.60015,10.17542,9.323133,7.110697,3.688904,10.23973,5.808142,10.23973,5.808142,8.895573,4.454347
Monterey & Morro,San Luis Obispo,CA,35.28124,-120.6623,5,San Luis Obispo,3325516,15.01714,4359.935,346.7512,2053.964,0.1297828,947.9291,109.2513,484.7203,0.1876003,135.5689,19.42085,72.2154,0,1,0,1,2,0,0,1,0.0705,5622500,3567500,1446250,12447,9395,2241,36826.4,435,36826.4,435,10123.36,111,8.380213,5.84861,7.627528,-2.034217,6.854281,4.69366,6.183574,-1.668125,4.909487,2.966399,4.279667,-2.638058,15.54229,15.08738,14.18448,9.429235,9.147933,7.714678,10.51397,6.075346,10.51397,6.075346,9.222601,4.70953
Monterey & Osos,San Luis Obispo,CA,35.28179,-120.6614,5,San Luis Obispo,1879455,14.44649,4537.489,352.7401,2103.291,0.128001,1016.319,108.8717,523.8829,0.1705712,135.7594,19.41927,72.33216,0,1,0,1,2,0,0,1,0.0421,6128750,3650000,977500,12965,9345,2590,36933.47,453,36933.47,453,10201.16,109,8.420129,5.865734,7.651259,-2.047935,6.923944,4.69018,6.26127,-1.762757,4.910892,2.966317,4.281283,-3.144232,15.6285,15.11024,13.79275,9.470009,9.142597,7.859414,10.51687,6.115892,10.51687,6.115892,9.230257,4.691348
Osos & Buchon,San Luis Obispo,CA,35.27807,-120.658,5,San Luis Obispo,237359,12.37733,3782.128,257.2027,1750.423,0.1124855,1113.295,65.13754,478.651,0.09694495,192.1125,10.01606,82.23072,0,1,1,1,2,0,0,0,0.0269,5680000,1153750,20000,13075,1896,77,32939.68,355,32939.68,355,9748.544,96,8.238042,5.549869,7.467613,-2.17608,7.01508,4.176516,6.170974,-2.32335,5.258086,2.30429,4.409541,-3.579129,15.55246,13.95853,9.903488,9.478457,7.547502,4.343818,10.40243,5.872118,10.40243,5.872118,9.184873,4.564348
Osos & Pacific,San Luis Obispo,CA,35.27965,-120.6595,5,San Luis Obispo,503397,13.12913,4022.447,318.507,1926.488,0.1294383,1084.534,82.59864,500.0866,0.1244167,195.6922,11.42911,86.47754,0,1,0,1,1,0,0,0,0.0208,5693750,2915000,505000,12784,5555,930,33127.43,353,33127.43,353,10083.56,106,8.299646,5.763648,7.563455,-2.036855,6.988907,4.414005,6.214783,-2.076113,5.276548,2.436251,4.459896,-3.825845,15.55488,14.88538,13.13231,9.45595,8.622454,6.835186,10.40812,5.866468,10.40812,5.866468,9.218662,4.663439
Osos & Pismo,San Luis Obispo,CA,35.27885,-120.6587,5,San Luis Obispo,491101,13.10441,3892.669,287.7314,1835.446,0.1214434,1107.483,73.16379,490.9652,0.1088217,203.1374,10.09102,87.61683,0,1,1,1,1,0,0,1,0.0257,5715000,2190000,132500,12601,3385,176,33003.97,353,33003.97,353,10152.63,102,8.266851,5.662031,7.515043,-2.100107,7.009846,4.292714,6.196375,-2.208897,5.313887,2.311745,4.472985,-3.623092,15.5586,14.59941,11.79434,9.441532,8.127109,5.17049,10.40438,5.866468,10.40438,5.866468,9.225489,4.624973
SantaBarbara & Upham,San Luis Obispo,CA,35.27432,-120.6561,5,San Luis Obispo,187462,12.14133,3735.104,156.4532,1592.402,0.0720284,756.7857,42.73991,313.2053,0.0959541,113.5188,7.522663,45.80003,0,1,0,1,1,0,0,1,0.036,1851250,272500,73750,3879,526,123,30486.78,353,30486.78,353,8665.8,91,8.225531,5.052763,7.372999,-2.616907,6.629081,3.755157,5.746862,-2.333518,4.731977,2.018053,3.824306,-3.296837,14.43137,12.51539,11.20844,8.263333,6.265303,4.812192,10.32505,5.866468,10.32505,5.866468,9.06714,4.51086
